,MKS 1-101,MKS 1-401,MKS 1-801,MKS 401-801,MKS 801-1201,MKS 1201-1601,MKS 1601-2001,MKS 2001-2401
0,7.978974961101295e-07,0.0028184043605034214,0.17131676639040594,0.19950906638425206,0.11692553958234016,0.07737565634102005,0.045168758957735304,0.03904278755934477
1,3.878504606113644e-05,0.0006739274688818288,0.03355188620843065,0.057481348263748684,0.18645520688865092,0.08562533071236658,0.05551351521761643,0.04914048061772999
2,3.3165379533949365e-05,0.0038396531676791598,0.18869519233273704,0.18941010393969726,0.10692108266553609,0.062255927202578415,0.05041539820407802,0.04343888804803576
3,2.5747413271283104e-05,0.004933793282534165,0.19149463993557744,0.18881093000474586,0.09321741970785603,0.05687330636360163,0.04633364678040008,0.040501922202569304
4,4.177933566672441e-05,0.0006910941485866501,0.027644086394102554,0.06665062140671865,0.16788181239412878,0.08044708972391063,0.04843117139189204,0.031078789643817235
5,7.520654530942147e-06,0.00392917995505159,0.19597001131259065,0.20366240101338906,0.11335509650165891,0.0796380347344745,0.053696358820276374,0.037178158126563055
6,1.7487830397679025e-05,0.0048034431644491705,0.2091681445431962,0.20926490286860772,0.10658823831716635,0.07933648589584391,0.04934457504643233,0.040880556057801956
7,1.4157640908825736e-05,0.0044989587179231506,0.17173044456800576,0.1677963877037607,0.11707454630860416,0.07675939979053242,0.06564965379423207,0.04268856911327016
8,1.6966460632068194e-05,0.002146581503496321,0.18176658994453357,0.17659658036659984,0.11181529967008487,0.06778821986281186,0.04775898214367923,0.03561256592229151
9,4.2749451961394796e-05,0.0013772916997437594,0.1057031791139904,0.10006582787657219,0.11634673079511587,0.06313355187055791,0.0571501069646041,0.05242136808503932
10,1.1836744807469497e-05,0.00380550037563929,0.1698467333962463,0.18812429931683702,0.11376685368292944,0.06734263792791051,0.06400387775514085,0.057670958599860045
11,3.6120368509809297e-05,0.0031662650343852227,0.18464116839899408,0.18810930231288134,0.09569883955697593,0.0636501583592608,0.05331944209765908,0.04127165621809642
12,1.111726193164018e-05,0.004652860124989685,0.19330654088875499,0.20723185292724847,0.10880618445724424,0.06992370097285308,0.052848710088921405,0.041667656457169196
13,3.2450342821608615e-05,0.00508425927908142,0.18493826302093702,0.1808596383485219,0.11570286286923032,0.06791925726565479,0.05146981172888851,0.041624193834153896
14,3.68909217826046e-05,0.001208058072378139,0.10644401272192029,0.1073342278604391,0.15359026860987324,0.0582367387369755,0.04543459362985238,0.040383453411760334
15,3.7790703775343066e-05,0.003205670584729611,0.18014385259456184,0.1854419887989479,0.1077840228217012,0.06211239435963968,0.043719576400655574,0.033669123817587986
16,1.2248137131871136e-05,0.000367817373330789,0.04072366693114798,0.06433028244177286,0.15194266326724098,0.07845767342255432,0.06978542019125716,0.07132996694998778
17,4.361272852815464e-05,0.0007918792087582129,0.032707632841543585,0.05287938120006834,0.1626766973633504,0.07569862231872922,0.05450262133908846,0.043524832308967934
18,3.547694416911254e-05,0.0005381288117703951,0.016602854095987017,0.07537315402107413,0.17232179716929255,0.10298394555351995,0.05089986652262346,0.036127717055761184
19,3.960085658420234e-05,0.00163709731927271,0.12042237742342889,0.13132987535809523,0.1160337124758199,0.06177930282107259,0.03623131319004952,0.03281758397059516
20,2.9518038202961745e-06,0.003007691654488379,0.17208546377053974,0.17102370591290106,0.10863309312206228,0.07617507934897623,0.06459310109762421,0.04228811172202147
21,1.5145753390741734e-05,0.0019737825142906074,0.16596460457307538,0.17003321464823765,0.12549452594614213,0.0850584775165899,0.054427956015495355,0.03881419015535815
22,2.8297079588524014e-05,0.0045451899638272505,0.20446595577018045,0.19860631930540157,0.10056967386387727,0.07090849325942637,0.04498197195178212,0.03688138760331594
23,3.624050664123118e-05,0.005749967463449216,0.19401525497697683,0.17300812004612393,0.10587861511604069,0.056796042984264515,0.04777543047797506,0.042865301139279874
24,4.213283025274464e-05,0.0008553247433050648,0.047642748960690165,0.058121214816806606,0.14069436164024307,0.0662750480690419,0.04289384901929262,0.037824668358722884
25,1.7518707289565987e-05,0.002625095733860645,0.17778636314288676,0.16690881183466433,0.11438020383213957,0.07502943408970521,0.04926483089854837,0.036397962496753235
26,1.9984128246222253e-05,0.005721519938107992,0.1853159072301299,0.18034731908025853,0.09498252477982033,0.06052357170168381,0.04856930383119226,0.04352578610378007
27,2.0998844026403152e-05,0.0063743903986887155,0.1935102750707444,0.19282655758288636,0.11218987114041185,0.08482561622183202,0.06824432949568347,0.03765362670357378
28,3.760012287241903e-05,0.0016848545972345192,0.1424019798694354,0.14870787587084305,0.10975219528639497,0.07782140793547097,0.056908911933502226,0.050529314000052776
29,8.371097843363149e-07,0.002705873229638583,0.17724294696651496,0.17045431359738875,0.12455481540913975,0.08775930010352377,0.05097134585449724,0.03187691670398595
30,1.296303286153133e-05,0.00034019127899800747,0.03523422300457653,0.0586073942017835,0.15878294582320235,0.08773992502884552,0.047346707418927214,0.028036129609032973
31,3.741501628543832e-05,0.0035200026261655065,0.176216407375523,0.17532619776267136,0.11150219477679453,0.07248437919510914,0.043217656414659494,0.032626275533682414
32,2.4089694158612636e-05,0.00450543437508821,0.19293280293678905,0.18891333246563363,0.11584438871415428,0.07474259566839797,0.04119264261535251,0.035346309894684826
33,1.6141733682034824e-05,0.0010201293279602267,0.13440535376596335,0.1531102944731542,0.12585963393994884,0.06458875384430268,0.05332292293871025,0.0471986986861583
34,1.2109353410631645e-05,0.003950725418386086,0.17809726807591186,0.19807483911038826,0.11819812345373554,0.07909213310729206,0.057532017964460024,0.04873886772698439
35,1.3774797950568894e-05,0.0006096864483448293,0.07943810126067627,0.11075057373534913,0.1526830466472006,0.06266730330087425,0.04904090169616046,0.03735985077891483
36,8.93059268049147e-06,0.003622916991003773,0.18534428960189428,0.18153110780454815,0.1168932785775349,0.07652985953925621,0.04936283342681206,0.03177015647471843
37,1.1816305992441268e-05,0.004285551428004257,0.1907480696349869,0.2156553363810816,0.09951661110152336,0.06510903642555062,0.049364251696397195,0.05091911419866555
38,3.947045184153924e-05,0.003934382369317089,0.18933312865849333,0.18080215277176984,0.1159360009309349,0.06515746768728213,0.047571080097357166,0.0435067826288895
39,3.17861505922887e-05,0.004933843273382909,0.1956853682525871,0.19242630642236733,0.11140886135070154,0.070926220365621,0.046737317074783985,0.03392102293185722
40,9.616099087636688e-06,0.004420938078513459,0.1725923110176108,0.18201364733281383,0.09890259930192494,0.07419376331899458,0.06494258117027372,0.05106211360508744
41,1.7226410847397672e-06,0.0032788877178581105,0.15574767122461472,0.17386007565198283,0.10342015262406887,0.07535614449660226,0.05933773338071055,0.04787351148275852
42,1.7178186208144292e-05,0.003153589959152812,0.16971183786683952,0.1707804559472887,0.10063690423027022,0.07384572536903328,0.05692643467012488,0.05040065415121067
43,1.6836079409013584e-05,0.0026393725654950146,0.17058056372155883,0.18273901946434104,0.11301887091057611,0.05779706456587445,0.04617183922073716,0.03889341256349456
44,4.3481552707355e-06,0.002988661157082249,0.1762983532578474,0.21105650932265568,0.10572978163786058,0.07614647459047517,0.0602124065900418,0.0379964394723024
45,1.5458388083893973e-05,0.001113853143472377,0.1389730170966765,0.15137037605448533,0.11329908640326877,0.06292796554955987,0.041523541208745164,0.03248054921021429
46,2.0583017359009862e-05,0.004352621708578128,0.19098500910672195,0.18810420365817623,0.1082839255274909,0.07876904786279983,0.06415141155097137,0.046221127984328154
47,1.6797692381382346e-05,0.0024877310172815403,0.17066239915346657,0.1747425485699403,0.10217942244894487,0.05764975176312807,0.04467372760730307,0.039896249938056155
48,1.6278016340661702e-05,0.004003864397467797,0.18783919215387807,0.18868842462969115,0.1006067867053144,0.07098964061923835,0.050681236065426266,0.037003253685612275
49,1.8189497968114275e-05,0.0015451976175785223,0.16789892704956863,0.18093382909909644,0.10875150943278837,0.07930765517216012,0.054796385114702875,0.03990517653227846
50,3.301504683342433e-05,0.0006321637051927816,0.036434051765353116,0.05525399728377245,0.155205041372821,0.058869727248060486,0.05008428203611861,0.05296096193250047
51,8.116329541043587e-06,0.004016090365870334,0.17501380008757794,0.19142057153087808,0.10371266418438199,0.08006666998477398,0.053864055686280374,0.04065299902310293
52,1.5216875555860257e-05,0.0009360470188354269,0.12476848324620378,0.156606198068518,0.1271229124199716,0.057907615245506236,0.053801288963386235,0.04547509901034111
53,4.680851890895122e-05,0.0010496439993871328,0.0588392940459626,0.06430975322274303,0.15163751856301758,0.07900342786841791,0.05275503514596073,0.04333573674874824
54,1.2374829345051992e-06,0.002922859684254119,0.17226072825381344,0.17162524041660696,0.11034151779083792,0.07662873526248065,0.053388809821364,0.035965244565583476
55,1.1874598619144477e-05,0.00028423119395195006,0.02512615300495888,0.047362818945992445,0.16928598320315336,0.07724931659185753,0.04619394512561651,0.03717083452818579
56,4.189611072795404e-06,0.003536281209543802,0.1724518484912448,0.19283210639516815,0.10792040943024278,0.07780886509988584,0.06180918123922948,0.04152332855449251
57,1.2014631819367066e-05,0.0041849414385985335,0.19471399005512197,0.19738419381492533,0.11742707303875388,0.06427149866458598,0.05118406313772273,0.042637743277049264
58,3.607528193750486e-05,0.004071813640037948,0.17997976444636304,0.17970794290128475,0.11076452200414467,0.06424385841280093,0.054071351997601415,0.043256799017856506
59,5.096482014696686e-06,0.002945621224322843,0.18393983075294523,0.19922037971796908,0.10715119956419421,0.07041032219778154,0.04751855124523843,0.03833242558045084
60,2.6147305774852902e-05,0.006146360387857111,0.17697800057510926,0.17922144425064945,0.11344993811379715,0.07007913805101516,0.047993434381324925,0.041244318465776586
61,3.8834110559590984e-05,0.002618601462552606,0.15849181096331322,0.15346144288360355,0.10008397339421281,0.06488459092046234,0.05256994892207398,0.04521435204938067
62,1.1785431473834836e-05,0.0002706420411160765,0.01347912536875341,0.04663320002615538,0.17301131583336157,0.12328077697621133,0.04920764421661186,0.02821414268439299
63,2.4434937545818765e-05,0.004978030700491605,0.20497144519067315,0.19740926531652428,0.11260922637984441,0.07340133397288243,0.05524826787155615,0.045746251144352774
64,9.488588908443456e-06,0.0033356026955718124,0.192688910924807,0.20581319006677296,0.12097746043430511,0.07437249418971585,0.060856152295549144,0.04531323007533759
65,2.9212135320690208e-05,0.0041670429147623944,0.19053704540382332,0.1888831562495653,0.10294066392191979,0.06968779158284405,0.06424019533622555,0.0521094734167353
66,1.7752191232179423e-05,0.0024195944618279636,0.16193124310278456,0.1714442620075805,0.1232261768945675,0.06885923023374228,0.04647117972270932,0.03955609617788288
67,1.3468205169619616e-05,0.004534242501773376,0.17017207365842685,0.18218027722307042,0.11130607292596889,0.0660921082904546,0.05832063992713107,0.05585215377451026
68,3.6372473876400166e-05,0.002043489778965442,0.16531785211274272,0.18630498617553215,0.11362209345052318,0.07197765491905697,0.0465771001599647,0.03115367630460681
69,8.104999715888466e-06,0.0032543761096075017,0.18899763971701244,0.2001334812249689,0.09686364825047374,0.0665939127173608,0.055512817365223024,0.040798689712658674
70,1.5612653701064432e-05,0.001586489101673441,0.16648572260508257,0.18182410594269924,0.1235187223190837,0.062343813247323014,0.05470223606661265,0.04717527443223606
71,3.796452825772694e-05,0.0007558629800172675,0.042196570488962415,0.0634623105983254,0.14747183695032995,0.08012448750039831,0.03459931723591765,0.033944759807039065
72,4.0696758991974845e-05,0.001308131314793232,0.10809183474444606,0.12135515429724004,0.15515810655444107,0.06698292437027352,0.048226076060893054,0.03506848603898432
73,9.13312750592405e-06,0.0035822842937053203,0.18305595740818895,0.1986754759019685,0.10960118311695036,0.07243762385629268,0.04800532167886663,0.03706830588397624
74,8.477816732114656e-07,0.0029407769885970623,0.18174486868426204,0.20524873677815547,0.09692785092368689,0.06756918041350302,0.04613569888310384,0.03866794695055967
75,1.583606955035488e-06,0.0027684400490926133,0.1907532771875728,0.1938270905301366,0.1043093380539217,0.0773997329002519,0.06149495547011103,0.03647764654981525
76,4.210106542267872e-05,0.0012983091810658503,0.09770514352068797,0.09798446912849257,0.12322436615141757,0.09276172585392366,0.055897763573050256,0.02821384687402088
77,2.694728413656264e-05,0.006818448822191843,0.18242008852825708,0.16925164277899352,0.10263171375726575,0.07227985230797594,0.06006401656527353,0.04214158476716445
78,4.138782900473935e-05,0.0020902647084256997,0.16233852557485484,0.14590628997724464,0.10740310257828102,0.0772265882136207,0.06104135769898497,0.038636562632887145
79,3.023892395549409e-06,0.0028373907046206873,0.1737845671060774,0.16841738418791666,0.12319291958543738,0.06430752690037105,0.04339864418088784,0.03462725863049266
80,2.1065509619268344e-05,0.004877520839630968,0.1749321590686615,0.17388539060647054,0.11240391460943923,0.07035145418292607,0.06293304625364947,0.052069488434895395
81,3.8806296040304725e-05,0.0015462331816003918,0.1261856854517565,0.1397690958069563,0.10853398002892195,0.06617549507520958,0.05824999405586727,0.04522335397898246
82,1.3178682860461991e-05,0.0005433768881964241,0.07561120034879204,0.09602535820211254,0.14657235807892552,0.07441500195118783,0.049452422874616535,0.03769936311094006
83,1.5617265624449444e-05,0.0011238681427821547,0.1389330235702674,0.1595909697639254,0.14511294532940586,0.062296573588132204,0.0479388539541907,0.0327998267488825
